Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
617;Erythromycin-M197;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)(N(C)C)O)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-14-24-42(10,55)32(49)20(4)26(45)18(2)15-40(8,54)34(21(5)30(22(6)37(53)60-24)61-25-17-41(9,57-13)33(50)23(7)59-25)63-39-35(43(56,44(11)12)16-19(3)58-39)64-38-29(48)27(46)28(47)31(62-38)36(51)52/h18-25,27-35,38-39,46-50,54-56H,14-17H2,1-13H3,(H,51,52);BioTransformer 3.0
618;Erythromycin-M198;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)C)OC4C(C(CC(O4)C)(N(C)C)O)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-14-24-42(10,55)32(49)20(4)26(45)18(2)15-40(8,54)34(63-39-33(50)43(56,44(11)12)16-19(3)58-39)21(5)30(22(6)37(53)60-24)61-25-17-41(9,57-13)35(23(7)59-25)64-38-29(48)27(46)28(47)31(62-38)36(51)52/h18-25,27-35,38-39,46-50,54-56H,14-17H2,1-13H3,(H,51,52);BioTransformer 3.0
619;Erythromycin-M200;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)(N(C)C)O)O)(C)O)C)C)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-14-24-36(10,44)31(55-56(46,47)48)20(4)26(39)18(2)15-34(8,43)30(54-33-29(41)37(45,38(11)12)16-19(3)50-33)21(5)27(22(6)32(42)52-24)53-25-17-35(9,49-13)28(40)23(7)51-25/h18-25,27-31,33,40-41,43-45H,14-17H2,1-13H3,(H,46,47,48);BioTransformer 3.0
620;Erythromycin-M201;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)(N(C)C)O)OS(O)(=O)=O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-14-24-36(10,44)28(40)20(4)26(39)18(2)15-34(8,43)30(54-33-31(55-56(46,47)48)37(45,38(11)12)16-19(3)50-33)21(5)27(22(6)32(42)52-24)53-25-17-35(9,49-13)29(41)23(7)51-25/h18-25,27-31,33,40-41,43-45H,14-17H2,1-13H3,(H,46,47,48);BioTransformer 3.0
621;Erythromycin-M202;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)C)OC3C(C(CC(O3)C)(N(C)C)O)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-14-24-36(10,44)28(40)20(4)26(39)18(2)15-34(8,43)30(54-33-29(41)37(45,38(11)12)16-19(3)50-33)21(5)27(22(6)32(42)52-24)53-25-17-35(9,49-13)31(23(7)51-25)55-56(46,47)48/h18-25,27-31,33,40-41,43-45H,14-17H2,1-13H3,(H,46,47,48);BioTransformer 3.0
622;Erythromycin-M203;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(CO)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(17-45,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)20(4)27(46)18(2)15-41(8,56)36(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-42(9,57-12)35(52)23(7)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
623;Erythromycin-M204;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(COC4OC(C(O)=O)C(C(C4O)O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(56,17-58-39-31(49)29(47)30(48)33(63-39)37(52)53)34(50)20(4)27(45)18(2)15-41(8,55)36(64-40-28(46)24(44(10)11)14-19(3)59-40)21(5)32(22(6)38(54)61-25)62-26-16-42(9,57-12)35(51)23(7)60-26/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
624;Erythromycin-M205;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(CO)O;InChI=1S/C43H75NO20/c1-13-25-43(56,17-45)36(64-40-31(50)29(48)30(49)33(62-40)37(52)53)20(4)27(46)18(2)15-41(8,55)35(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-42(9,57-12)34(51)23(7)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
625;Erythromycin-M206;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)C)C)O)(CO)O;InChI=1S/C43H75NO20/c1-13-25-43(56,17-45)34(51)20(4)27(46)18(2)15-42(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-41(8,57-12)35(52)23(7)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
626;Erythromycin-M207;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)C)C)O)(CO)O;InChI=1S/C43H75NO20/c1-13-25-43(56,17-45)34(50)20(4)27(46)18(2)15-41(8,55)36(21(5)31(22(6)38(54)60-25)61-26-16-42(9,57-12)35(51)23(7)59-26)64-40-32(24(44(10)11)14-19(3)58-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
627;Erythromycin-M208;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)C)O)(CO)O;InChI=1S/C43H75NO20/c1-13-25-43(56,17-45)34(51)20(4)27(46)18(2)15-41(8,55)35(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-42(9,57-12)36(23(7)59-26)64-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
628;Erythromycin-M210;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(COS(O)(=O)=O)O;InChI=1S/C37H67NO17S/c1-13-25-37(45,17-50-56(46,47)48)30(41)20(4)27(39)18(2)15-35(8,44)32(55-34-28(40)24(38(10)11)14-19(3)51-34)21(5)29(22(6)33(43)53-25)54-26-16-36(9,49-12)31(42)23(7)52-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
629;Erythromycin-M211;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OS(O)(=O)=O)(CO)O;InChI=1S/C37H67NO17S/c1-13-25-37(45,17-39)32(55-56(46,47)48)20(4)27(40)18(2)15-35(8,44)31(54-34-28(41)24(38(10)11)14-19(3)50-34)21(5)29(22(6)33(43)52-25)53-26-16-36(9,49-12)30(42)23(7)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
630;Erythromycin-M212;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OS(O)(=O)=O)(C)O)C)C)O)(CO)O;InChI=1S/C37H67NO17S/c1-13-25-37(45,17-39)30(41)20(4)27(40)18(2)15-35(8,44)32(54-34-29(55-56(46,47)48)24(38(10)11)14-19(3)50-34)21(5)28(22(6)33(43)52-25)53-26-16-36(9,49-12)31(42)23(7)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
631;Erythromycin-M213;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(CO)O;InChI=1S/C37H67NO17S/c1-13-25-37(45,17-39)30(42)20(4)27(40)18(2)15-35(8,44)31(54-34-28(41)24(38(10)11)14-19(3)50-34)21(5)29(22(6)33(43)52-25)53-26-16-36(9,49-12)32(23(7)51-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
632;Erythromycin-M214;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)CO)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)35(52)23(17-45)27(46)18(2)15-41(7,56)36(63-39-28(47)24(44(10)11)14-19(3)58-39)20(4)32(21(5)38(55)60-25)61-26-16-42(8,57-12)34(51)22(6)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
633;Erythromycin-M215;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)CO)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)36(64-40-31(50)29(48)30(49)33(62-40)37(52)53)23(17-45)27(46)18(2)15-41(7,55)35(63-39-28(47)24(44(10)11)14-19(3)58-39)20(4)32(21(5)38(54)60-25)61-26-16-42(8,57-12)34(51)22(6)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
634;Erythromycin-M216;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)COC4OC(C(O)=O)C(C(C4O)O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)35(51)23(17-58-39-31(49)29(47)30(48)33(63-39)37(52)53)27(45)18(2)15-41(7,55)36(64-40-28(46)24(44(10)11)14-19(3)59-40)20(4)32(21(5)38(54)61-25)62-26-16-42(8,57-12)34(50)22(6)60-26/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
635;Erythromycin-M217;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)C)CO)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)35(52)23(17-45)27(46)18(2)15-42(8,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-19(3)58-39)20(4)32(21(5)38(55)60-25)61-26-16-41(7,57-12)34(51)22(6)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
636;Erythromycin-M218;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)C)CO)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)35(51)23(17-45)27(46)18(2)15-41(7,55)36(20(4)31(21(5)38(54)60-25)61-26-16-42(8,57-12)34(50)22(6)59-26)64-40-32(24(44(10)11)14-19(3)58-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
637;Erythromycin-M219;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)CO)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)23(17-45)27(46)18(2)15-41(7,55)35(63-39-28(47)24(44(10)11)14-19(3)58-39)20(4)32(21(5)38(54)60-25)61-26-16-42(8,57-12)36(22(6)59-26)64-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
638;Erythromycin-M221;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)COS(O)(=O)=O)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)31(42)23(17-50-56(46,47)48)27(39)18(2)15-35(7,44)32(55-34-28(40)24(38(10)11)14-19(3)51-34)20(4)29(21(5)33(43)53-25)54-26-16-36(8,49-12)30(41)22(6)52-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
639;Erythromycin-M222;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)CO)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)32(55-56(46,47)48)23(17-39)27(40)18(2)15-35(7,44)31(54-34-28(41)24(38(10)11)14-19(3)50-34)20(4)29(21(5)33(43)52-25)53-26-16-36(8,49-12)30(42)22(6)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
640;Erythromycin-M223;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OS(O)(=O)=O)(C)O)C)CO)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)31(42)23(17-39)27(40)18(2)15-35(7,44)32(54-34-29(55-56(46,47)48)24(38(10)11)14-19(3)50-34)20(4)28(21(5)33(43)52-25)53-26-16-36(8,49-12)30(41)22(6)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
641;Erythromycin-M224;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)CO)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(42)23(17-39)27(40)18(2)15-35(7,44)31(54-34-28(41)24(38(10)11)14-19(3)50-34)20(4)29(21(5)33(43)52-25)53-26-16-36(8,49-12)32(22(6)51-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
642;Erythromycin-M225;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)CO)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)19(3)27(46)23(17-45)15-41(7,56)36(63-39-28(47)24(44(10)11)14-18(2)58-39)20(4)32(21(5)38(55)60-25)61-26-16-42(8,57-12)35(52)22(6)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
643;Erythromycin-M226;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)CO)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)36(64-40-31(50)29(48)30(49)33(62-40)37(52)53)19(3)27(46)23(17-45)15-41(7,55)35(63-39-28(47)24(44(10)11)14-18(2)58-39)20(4)32(21(5)38(54)60-25)61-26-16-42(8,57-12)34(51)22(6)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
644;Erythromycin-M227;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)COC4OC(C(O)=O)C(C(C4O)O)O)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(50)19(3)27(45)23(17-58-39-31(49)29(47)30(48)33(63-39)37(52)53)15-41(7,55)36(64-40-28(46)24(44(10)11)14-18(2)59-40)20(4)32(21(5)38(54)61-25)62-26-16-42(8,57-12)35(51)22(6)60-26/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
645;Erythromycin-M228;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)CO)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)19(3)27(46)23(17-45)15-42(8,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-18(2)58-39)20(4)32(21(5)38(55)60-25)61-26-16-41(7,57-12)35(52)22(6)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
646;Erythromycin-M229;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)CO)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(50)19(3)27(46)23(17-45)15-41(7,55)36(20(4)31(21(5)38(54)60-25)61-26-16-42(8,57-12)35(51)22(6)59-26)64-40-32(24(44(10)11)14-18(2)58-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
647;Erythromycin-M230;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)CO)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)19(3)27(46)23(17-45)15-41(7,55)35(63-39-28(47)24(44(10)11)14-18(2)58-39)20(4)32(21(5)38(54)60-25)61-26-16-42(8,57-12)36(22(6)59-26)64-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
648;Erythromycin-M232;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)COS(O)(=O)=O)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(41)19(3)27(39)23(17-50-56(46,47)48)15-35(7,44)32(55-34-28(40)24(38(10)11)14-18(2)51-34)20(4)29(21(5)33(43)53-25)54-26-16-36(8,49-12)31(42)22(6)52-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
649;Erythromycin-M233;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)CO)C)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)32(55-56(46,47)48)19(3)27(40)23(17-39)15-35(7,44)31(54-34-28(41)24(38(10)11)14-18(2)50-34)20(4)29(21(5)33(43)52-25)53-26-16-36(8,49-12)30(42)22(6)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
650;Erythromycin-M234;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OS(O)(=O)=O)(C)O)CO)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(41)19(3)27(40)23(17-39)15-35(7,44)32(54-34-29(55-56(46,47)48)24(38(10)11)14-18(2)50-34)20(4)28(21(5)33(43)52-25)53-26-16-36(8,49-12)31(42)22(6)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
651;Erythromycin-M235;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)CO)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(42)19(3)27(40)23(17-39)15-35(7,44)31(54-34-28(41)24(38(10)11)14-18(2)50-34)20(4)29(21(5)33(43)52-25)53-26-16-36(8,49-12)32(22(6)51-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
652;Erythromycin-M236;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(CO)O)C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-42(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)20(4)27(46)18(2)15-43(56,17-45)36(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-41(8,57-12)35(52)23(7)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
653;Erythromycin-M237;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(CO)O)C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,55)35(63-40-31(50)29(48)30(49)33(62-40)37(52)53)20(4)27(46)18(2)15-43(56,17-45)36(64-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-41(8,57-12)34(51)23(7)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
654;Erythromycin-M238;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(CO)OC4OC(C(O)=O)C(C(C4O)O)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,56)34(51)20(4)27(46)18(2)15-43(17-45,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-41(8,57-12)35(52)23(7)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
655;Erythromycin-M239;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(COC4OC(C(O)=O)C(C(C4O)O)O)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,55)34(50)20(4)27(45)18(2)15-43(56,17-58-39-31(49)29(47)30(48)33(63-39)37(52)53)36(64-40-28(46)24(44(10)11)14-19(3)59-40)21(5)32(22(6)38(54)61-25)62-26-16-41(8,57-12)35(51)23(7)60-26/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
